vocabulary,varient_of,pronounication,meaning,language,ethnicity,nationality,religion,gender,sexual_orientation,disability,class,archaic,offensiveness,num_revision,num_variants,variants,num_citing,last_citing,num_citations
slope,{},{},"A person of Asian descent, particularly Vietnamese or Chinese.",eng,1,0,0,0,0,0,0,0,0,0,3,slopy; slopey; slopehead,0,{},0
slopehead,slope,{},"A person of Asian descent, particularly Vietnamese or Chinese.",eng,1,0,0,0,0,0,0,0,0,0,0,{},49,4/2/17 6:23,0
slopey,slope,{},"A person of Asian descent, particularly Vietnamese or Chinese.",eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
slopy,slope,{},"A person of Asian descent, particularly Vietnamese or Chinese.",eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
smoke jumper,{},{},A Caucasian woman who dates a black man.,eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
smoked Irish,{},{},A 19th century term for a black person (intended to insult both black people and Irish).,eng,1,1,0,0,0,0,0,1,0,0,1,smoked Irishman,11,2/19/17 15:16,0
smoked Irishman,smoked Irish,{},A 19th century term for a black person (intended to insult both black people and Irish).,eng,1,1,0,0,0,0,0,1,0.03,0,0,{},0,{},0
snout,{},{},Offensive term used in Northern Ireland to describe Protestants of British descent living in Northern Ireland.,eng,0,1,1,0,0,0,0,0,0,0,0,{},0,{},0
snowflake,{},{},"[1] Civil war term for an educated (white collar) black person. [2] A person of Jewish descent, from the ashes in the vicinity of concentration camps.",eng,1,0,0,0,0,0,0,1,0,0,0,{},0,{},0
sole,{},{},A person of Samoan descent.,eng,1,1,0,0,0,0,0,0,0,0,0,{},0,{},0
sooty,{},{},"A black person, originated in the US in the 1950s.",eng,1,0,0,0,0,0,0,1,0,0,0,{},1,5/26/13 1:13,0
soup taker ,{},{},"A person who has sold out their beliefs, referring to the Irish Potato famine when some Catholics converted to a Protestant faith in order to gain access to a free meal.",eng,0,1,1,0,0,0,0,0,0.37,0,0,{},103,5/1/17 14:20,1
Southern fairy,{},{},"Used in the north of England, the term originates from the inability of southern Englishmen being unable to consume amounts of alcohol over 2 units at any one period. ",eng,0,0,0,0,0,0,0,0,0,0,0,{},297,4/25/17 18:31,0
spade,{},{},"A black person, originating with the suit in a deck of cards.",eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
spear chucker,{},{},"A term used for an African American, or other person of African descent.",eng,1,0,0,0,0,0,0,0,0.86,0,0,{},1279,5/11/17 20:30,0
sperg,{},{},Pejorative term for one who suffers from Asperger syndrome.,eng,0,0,0,0,0,1,0,0,0.62,2,0,{},3081,5/12/17 22:06,2
spic,{},{},"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",eng,1,0,0,0,0,0,0,0,0.95,0,4,spig; spik; spick; spigotty,560,5/13/17 0:35,0
spice nigger,nigger,{},A degenerate black person.,eng,1,0,0,0,0,0,0,0,0.27,1,0,{},4,10/17/14 15:55,0
spick,spic,{},"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",eng,1,0,0,0,0,0,0,0,0,0,0,{},1,4/26/13 10:39,0
spickaboo,{},{},A person of mixed Hispanic and black parentage.,eng,1,0,0,0,0,0,0,0,0,0,1,spigger,1,4/11/16 3:37,0
spide,{},{},"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",eng,0,0,0,0,0,0,1,0,0,1,5,steek; millie; mil bag; scanger; skanger,190,5/15/17 16:25,1
spig,spic,{},"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
spigger,spickaboo,{},A person of mixed Hispanic and black parentage.,eng,1,0,0,0,0,0,0,0,0,0,0,{},78,3/6/17 11:41,0
spigotty,spic,{},"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",eng,1,0,0,0,0,0,0,0,0,0,0,{},13,3/30/17 4:31,0
spik,spic,{},"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
spike,{},{},A very High Church Anglican or Anglo-Catholic.,eng,0,0,1,0,0,0,0,0,0,0,0,{},0,{},0
spink,{},{},A person of mixed Hispanic and Chinese parentage.,eng,1,1,0,0,0,0,0,0,0,0,0,{},0,{},0
spiv,{},{},"In the UK, a criminal dealing in counterfeit and/or stolen goods",eng,0,0,0,0,0,0,1,1,0,1,0,{},1026,5/15/17 2:10,1
spook,{},{},"A black person, originating from the 1940s.",eng,1,0,0,0,0,0,0,1,0,0,0,{},9,7/27/13 0:26,0
squarehead,{},/Ã‹ÂˆskwÃ‰Â›Ã‰Â™rÃ‹ÂŒhÃ‰Â›d/,"[1] A person of German, Dutch, or Scandinavian, esp. Swedish, origin. [2] A Caucasian person, especially a German. Refers to either the stereotyped shape of their heads, or to the shape of the Stalhelm M1916 steel helmet, or to its owner's stubbornness (like a block of wood).",eng,1,1,0,0,0,0,0,1,1,1,0,{},0,{},1
squaw,{},{},"A female Native American. Derived from lower East Coast Algonquian (Massachuset: ussqua), which originally meant 'young woman', but which took on strong negative connotations in the late 20th century.",eng,1,0,0,0,0,0,0,0,0.79,0,0,{},326,5/6/17 22:33,0
squinty,{},{},"A person of East Asian descent in reference to the appearance of the eyes, similar to 'slant'.",eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
steek,spide,{},"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",eng,0,0,0,0,0,0,1,0,0,1,0,{},590,5/15/17 19:48,1
stovepipe,{},{},A black person.,eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
stump jumper,{},{},"Used by poor rural people to denote those of lower status than themselves, particularly those who commit incest (jumping the family tree).",eng,0,0,0,0,0,0,1,0,0,0,1,tree jumper,45,5/12/17 11:02,0
sub human,{},{},A black person.,eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
sucker fish,{},{},"A term used ambiguously in southern Oregon directed towards the Klamath people during a dispute over the sucker fish of the Klamath River which was considered sacred by the tribe. Troublemakers displayed bumper-stickers with the message 'Save a Farmer, Fillet a sucker fish.'",eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
suntan,{},{},A black person.,eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
surrender monkey,cheese eating surrender monkey,{},"A French person, from the defeat of the French against the German in 1940, and the huge variety of cheeses originating from France. Gained popularity after the term was used on an episode of The Simpsons and was subsequently adopted by right-wing pundits. Rarely used today.",eng,0,1,0,0,0,0,0,1,0,1,0,{},2919,5/14/17 8:24,1
Taffy,{},{},"A Welsh person. First used ca. 17th century. From the River Taff or the Welsh pronunciation of the name David (in Welsh, Dafydd). Children's rhyme: 'Taffy was a Welshman, Taffy was a thief'. Generally considered offensive when used by an English person.",eng,1,1,0,0,0,0,0,0,0,0,0,{},0,{},0
tan,{},{},"A British person, derived from the Black and Tans, the nickname for an auxiliary British Army unit deployed to Ireland in the 1920s and which gained a reputation for brutality.",eng,0,1,0,0,0,0,0,0,0,0,0,{},0,{},0
tar baby,{},{},A black child.,eng,1,0,0,0,0,0,0,0,0.65,0,0,{},1382,5/12/17 9:50,0
teabagger,{},{},"Pejorative reference to a conservative, right-wing and/or Republican person, particularly a member or advocate of the Tea Party movement. Originally used by the movement itself, until pejorative meaning developed.",eng,0,0,0,0,0,0,0,0,0,3,0,{},6,5/9/13 7:47,2
teapot,{},{},A black person. [19th century],eng,1,0,0,0,0,0,0,1,0.02,0,0,{},0,{},0
tenker,tinker,{},"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
thicklips,{},{},A black person.,eng,1,0,0,0,0,0,0,0,0,0,0,{},61,1/10/17 16:30,0
tiger,{},{},A Tamil.,eng,1,0,0,0,0,0,0,0,0,0,1,kotiya,0,{},0
timber nigger,{},{},A Native American.,eng,1,0,0,0,0,0,0,0,0.96,0,0,{},19,3/26/17 18:26,0
tincker,tinker,{},"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
tinkar,tinker,{},"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
tinkard,tinker,{},"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",eng,1,0,0,0,0,0,0,0,0,0,0,{},2,4/2/15 22:12,0
tinker,{},{},"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",eng,1,0,0,0,0,0,0,0,0,0,11,tenker; tinkar; tyncar; tynker; tincker; tinkard; tinkere; tynkard; tynkare; tynkere; tynekere,0,{},0
tinkere,tinker,{},"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
Tommy,{},{},"German slang for a British person, particular a soldier.",eng,0,1,0,0,0,0,0,1,0,0,0,{},0,{},0
touch of the tar brush,{},{},A person of predominantly Caucasian ancestry with real or suspected African or Asian distant ancestry.,eng,1,0,0,0,0,0,0,0,0,0,0,{},293,5/12/17 13:45,0
towel head,raghead,{},"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.",eng,1,0,0,0,0,0,0,0,0.2,0,0,{},510,5/17/17 14:15,0
trailer park trash,white trash,{},A Caucasian of low class or limited income.,eng,1,0,0,0,0,0,1,0,0,0,0,{},3395,5/17/17 14:45,0
trailer trash,white trash,{},A Caucasian of low class or limited income.,eng,1,0,0,0,0,0,1,0,0.25,0,0,{},3502,5/17/17 14:56,0
tranny,{},{},"Pejorative term which is shortened from either transgendered, transsexual or transvestite. May be used to refer to these individuals, or others, in a derogatory or offensive manner.",eng,0,0,0,1,1,0,0,0,0.52,3,0,{},3253,5/17/17 14:49,1
trash,white trash,{},A Caucasian of low class or limited income.,eng,1,0,0,0,0,0,1,0,0,0,0,{},0,{},0
tree jumper,stump jumper,{},"Used by poor rural people to denote those of lower status than themselves, particularly those who commit incest (jumping the family tree).",eng,0,0,0,0,0,0,1,0,0,0,0,{},0,{},0
tunnel digger,{},{},"A Vietnamese person, from the tunnels dug by the Viet Cong to elude pursuit during the Vietnam war.",eng,1,1,0,0,0,0,0,1,0,0,0,{},0,{},0
twat,{},{},"An idiot or offensive person, generally male, who is being compared to female genitalia",eng,0,0,0,1,0,0,0,0,0.03,1,0,{},4039,5/15/17 16:18,0
Twinkie,{},{},"[1] A European American, with little or no social or blood links to any tribe, who claims to be an American Indian (Native American). [2] An Asian American who has become completely integrated into White American, or mainstream American culture.",eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
tyncar,tinker,{},"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
tynekere,tinker,{},"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
tynkard,tinker,{},"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
tynkare,tinker,{},"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
tynker,tinker,{},"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
tynkere,tinker,{},"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
uncircumcised baboon,{},{},A name to call the Luos ethnic group in Kenya,eng,1,0,0,0,0,0,0,0,0,1,0,{},13,3/31/17 3:01,1
uncivilised,uncivilized,uncivilized,"Savage, barbarian, uncultured, worthless members of society, stupid, childlike",eng,1,0,0,0,0,0,0,0,0.34,1,0,{},7204,5/16/17 0:10,0
uncivilized,{},uncivilized,"Savage, barbarian, uncultured, worthless members of society, stupid, childlike",eng,1,0,0,0,0,0,0,0,0,5,1,uncivilised,2,7/4/13 0:00,1
Uncle Tom,{},{},A black person perceived as behaving in a subservient manner to white authority figures.,eng,1,0,0,0,0,0,0,0,0.5,0,0,{},4747,5/17/17 7:16,0
Velcro head,{},{},A black person (referencing stereotypical hair type).,eng,1,0,0,0,0,0,0,0,0,1,0,{},3,5/3/13 10:31,0
wagon burner,{},{},A Native American person.,eng,1,0,0,0,0,0,0,0,1,0,0,{},237,5/10/17 18:23,0
WASP,{},{},"Acronym for White Anglo-Saxton Protestant, and often synonymous with rectitude.",eng,1,0,1,0,0,0,0,0,0.03,0,0,{},0,{},0
wetback,{},{},"A person of Latino descent, particularly a Mexican migrant laborer.",eng,1,0,0,0,0,0,0,0,0.49,0,4,border bunny; border hopper; border jumper; border nigger,2520,5/17/17 1:12,1
wexican,{},{},A person of mixed Caucasian and Mexican parentage.,eng,1,1,0,0,0,0,0,0,0,0,0,{},325,5/14/17 4:19,0
whigger,white nigger,{},"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",eng,1,1,0,0,0,0,0,1,1,0,0,{},1364,5/16/17 11:07,0
white chocolate,{},{},[1] A Caucasian trying to act black. [2] A black person trying to act Caucasian.,eng,1,0,0,0,0,0,0,0,0.48,0,0,{},0,{},0
white nigger,{},{},"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",eng,1,1,0,0,0,0,0,1,0.75,0,4,wigga; wigger; whigger; wiggerette,132,4/13/17 4:15,0
white trash,{},{},A Caucasian of low class or limited income.,eng,1,0,0,0,0,0,1,0,0.61,0,3,trash; trailer trash; trailer park trash,3832,5/16/17 21:58,0
whitey,{},{},A Caucasian.,eng,1,0,0,0,0,0,0,0,0.71,0,0,{},760,5/11/17 6:58,0
whore from Fife,{},{},"A person who is not only a whore, but also from Fife",eng,0,1,0,0,0,0,0,0,0,2,0,{},1,4/9/13 0:00,0
WIC,{},{},Acronym for White Irish Catholic.,eng,1,0,1,0,0,0,0,1,0,0,0,{},0,{},0
wigga,white nigger,{},"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",eng,1,1,0,0,0,0,0,1,0,0,0,{},3177,5/16/17 20:17,0
wigger,white nigger,{},"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",eng,1,1,0,0,0,0,0,1,0.02,0,0,{},3674,5/16/17 19:51,0
wiggerette,white nigger,{},"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",eng,1,1,0,0,0,0,0,1,0,0,0,{},5,4/22/17 18:17,0
wink,{},{},"A Caucasian who emulates, or associates with, Chinese people.",eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
wog,{},{},"A swarthy or dark-skinned foreigner. Possibly derived from 'golliwogg' In Britain, it usually refers to dark skinned people from Asia or Africa, though some use the term to refer to anyone outside the borders of their own country. In Australia the term 'wog' is usually used to refer to Mediterranean Europeans (Spaniards, Italians, and Greeks) although it can be used for some Eastern Europeans, particularly those of the Balkans (Bosnians, Macedonians, Serbians, Croatians, or Albanians).",eng,1,1,0,0,0,0,0,0,0.55,0,0,{},490,5/16/17 18:11,0
wop,{},{},"A person of Italian descent, derived from the Italian dialectism, 'guappo,' close to 'dude, swaggerer' and other informal appellations, a greeting among male Neapolitans.",eng,0,1,0,0,0,0,0,0,1,0,0,{},298,5/16/17 17:13,0
Yank,{},{},A term for Northerners used by Southerners within the United states or by non-Americans for Americans. From the Dutch Jan Kees ('John Cheese') meaning Englishman.,eng,0,1,0,0,0,0,0,0,0,0,1,Yankee,0,{},0
Yankee,Yank,{},A term for Northerners used by Southerners within the United states or by non-Americans for Americans. From the Dutch Jan Kees ('John Cheese') meaning Englishman.,eng,0,1,0,0,0,0,0,0,0,0,0,{},0,{},0
yardie,{},{},"[1] A person from Jamaica, sometimes derogatory, referring to gang membership or low economic status. [2] In the UK, can be used broadly to denote a black person with gang association and/or engaging in criminal behavior.",eng,1,1,0,0,0,0,1,0,0,1,0,{},2379,5/16/17 15:44,1
yellow,{},{},A person of Asian descent.,eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
yellow bone,{},{},[1] A black female with light skin. [2] A black female of mixed heritage.,eng,1,0,0,0,0,0,0,0,0.48,1,1,red bone,4991,5/17/17 12:19,1
yid,{},{},"A Jewish person, although it is an endonym among Yiddish-speaking Jews. (The term is also used positively in Britain for Tottenham Hotspur fans (often proudly by themselves, for example calling themselves 'the Yid Army'), which includes a large Jewish supporting base from north-east London.)",eng,1,0,0,0,0,0,0,0,0.5,0,0,{},0,{},0
yob,{},{},"In the UK, Australia or New Zealand, an unsophisticated, antisocial, drunken and/or lower class person",eng,0,0,0,0,0,0,1,0,0,1,1,yobbo,0,{},1
yobbo,yob,{},"In the UK, Australia or New Zealand, an unsophisticated, antisocial, drunken and/or lower class person",eng,0,0,0,0,0,0,1,0,0,1,0,{},2305,5/15/17 22:36,1
yokel,{},{},A rural person.,eng,1,0,0,0,0,0,0,0,0,0,0,{},2546,5/16/17 11:15,0
zebra,{},{},A person of mixed Caucasian and black parentage.,eng,1,0,0,0,0,0,0,0,0,0,0,{},0,{},0
zigabo,jigaboo,{},"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",eng,1,0,0,0,0,0,0,0,0,0,0,{},10,1/9/16 17:51,0
Zionazi,{},{},A Jew living in Israel,eng,0,1,1,0,0,0,0,0,0.47,1,0,{},2460,5/16/17 13:26,5
zip,{},{},"An Asian person. Used by American military personnel during the Korean War and Vietnam War. Also seen in the films Platoon, Apocalypse Now, Full Metal Jacket and Gran Torino. The phrase 'zips in the wire' from Platoon has also been used outside of this context.",eng,1,0,0,0,0,0,0,1,0,0,2,zippohead; zipperhead,0,{},0
zipperhead,zip,{},"An Asian person. Used by American military personnel during the Korean War and Vietnam War. Also seen in the films Platoon, Apocalypse Now, Full Metal Jacket and Gran Torino. The phrase 'zips in the wire' from Platoon has also been used outside of this context.",eng,1,0,0,0,0,0,0,1,0,0,0,{},684,5/15/17 19:26,0
zippohead,zip,{},"An Asian person. Used by American military personnel during the Korean War and Vietnam War. Also seen in the films Platoon, Apocalypse Now, Full Metal Jacket and Gran Torino. The phrase 'zips in the wire' from Platoon has also been used outside of this context.",eng,1,0,0,0,0,0,0,1,0,0,0,{},0,{},0
ZOG,{},{},"Zionist Occupation Government, an organization hypothesized by white supremacists to rule the world.",eng,1,0,0,0,0,0,0,0,0,0,0,{},676,5/16/17 12:00,0
ZOG lover,{},{},Used by white supremacists to denote one who is subservient to Jewish people.,eng,1,0,0,0,0,0,0,0,1,0,0,{},1,1/20/16 15:38,0
